label,text,text1,text2
64,oceanside will install additional red light camera mid march camera helpful hurtful,['oceanside will install additional UV light camera posts march camera post hurtful'],['oceanside will install 4 full light camera mid back camera helpful hurtful']
88,screen actor guild sag award winner full list,['screen actor guild sag season winner full chapter'],['screen directors guild sag award winner black list']
75,christina aguilera apologizes messing national anthem christina aguilera suffered publ,['christina aguilera rejected messing national photo christina aguilera extended apology'],['mark then apologizes messing song anthem christina first suffered publ']
80,chipotle scrutiny illegal worker,['chipotle scrutiny of worker'],['chipotle scrutiny band ।']
104,seth blog texting working texting working shouldn text driving talk,['seth blog being working texting working are you driving talk'],['as a texting working texting working fast text driving talk']
108,apps equal chance identity theft leslie meredith start year company,['apps equal % de theft leslie at start year company'],['2014 equal chance identity of leslie meredith start year company']
75,latest christina aguilera botch national anthem super bowl kickoff,['latest of aguilera sing national anthem during bowl kickoff'],['latest christina mac botch national anthem senior bowl trophy']
88,king speech lead oscar nomination,['king to lead oscar 2013'],['king speech lead oscar record']
87,marinated roast half chicken,['marinated shredded half chicken'],['marinated roast fried chicken']
95,privacy setting facebook user,['privacy setting facebook cookies'],['privacy setting at user']
99,ford commercial win superbowl,['ford commercial win superbowl'],['ford cup win 1987']
99,gonna lie bud light commercial musketeer pretty funny superbowl,['gonna lie bud me up — pretty funny superbowl'],['gonna lie in light one musketeer wicked funny superbowl']
20,shouldn beef beef gross hmm taco bell beef alleged meat,['shouldn should eat gross hmm taco no beef alleged meat'],['shouldn beef beef gross man bb bell as alleged meat']
88,watch king speech win award,['watch political speech win award'],['watch king speech public award']
10,looter destroy mummy egyptian museum official,['looter destroy a egyptian authorities official'],['looter destroy both egyptian and official']
60,water sport fishing holden beach vacation rental travel holdenbeach,['water sport resorts holden key vacation rental travel secrets'],['fred sport travel holden beach trailer rental travel holdenbeach']
84,nfl official mike quick pa sport concussion bill tough mentality permeates youth sport,['nfl official mike quick credits sport for bill bringing mentality to youth sport'],['nfl official mike quick pa sports concussion prevention tough mentality a us sport']
95,change facebook privacy setting,['change facebook to setting'],['change facebook privacy so']
99,eminem brisk bizarre hip hop commercial,['eminem on a hip hop commercial'],['very brisk rap hip hop commercial']
41,hawaii bill grant access obama birth record fee,['hawaii bill grant access without birth record questions'],['hawaii bill 111 presidential obama birth record fee']
79,student activist stage rival demonstration yemeni university,['student activist stage rival demonstration around Armenia'],['first activist stage rival demonstration trinity university']
60,best book aquarium owner book best gain knowledge subject fish,['best book aquarium owner to best gain knowledge of fish'],['book book aquarium owner book best gain accomplished subject fish']
108,identity theft cost comment,['identity of cost comment'],['identity security cost comment']
88,film king speech win producer guild top prize los angeles king speech claimed crown,['film king to win producer guild top prize los angeles king stripped of crown'],['film king speech award producer guild top honors los angeles kings speech claimed crown']
46,straight catwalk stan jouk,['straight to stan on'],['bounce back stan jouk']
73,head mossad week ago stuxnet set iranian nuke plan decade fox news iran nuke yr,['head mossad year ago stuxnet thought to nuke plan decade past news world nuke yr'],['head mossad week television stuxnet set iranian nuke test 2006 fox film iran nuke plans']
97,thing private scholarship college solution usnews,['thing new scholarship funding solution usnews'],['thing private scholarship a solution as']
36,carnage bomber target moscow airport,['carnage bomber target after construction'],['carnage can target moscow airport']
108,protect phishing scam,['protect your scam'],['political phishing scam']
88,natalie portman modern family king speech crowned sag winner,['natalie portman modern drag king is crowned sag winner'],['natalie portman modern fantasy award speech crowned campaign winner']
77,gothic abby cbs,['gothic / horror'],['gothic tv cbs']
57,chicago blizzard closed lake shore drive entire length notice,['chicago blizzard giving lake dr drive arms length notice'],['chicago blizzard closed lake shore drive a length that']
60,south indian river february fishing forecast,['south Alabama river sediment fishing forecast'],['upper indian river february fishing site']
55,top weight loss pill include acai berry purchased,['top weight 10 pill include acai once purchased'],['top weight loss pill as acai berry 。']
82,arizona bid block citizenship illegal immigrant anchor baby,['arizona to block citizenship on immigrant anchor baby'],['arizona bid block citizenship illegal foreign anchor for']
101,black swan tonight amazing natalie portman talented actress bestmovieever blackswan lt,['black woman tonight amazing vintage portman talented as bestmovieever blackswan performer'],['samantha swan the amazing natalie portman talented artist bestmovieever award lt']
